card_number,country_code,merchant,amount,mcc
card_443,USA,eBay,49.26,E-commerce
card_209,USA,ExxonMobil,74.14,Energy
card_148,GBR,BP,194.85,Energy
card_380,USA,Wayfair,24.41,E-commerce
card_309,USA,Papa Johns,110.78,Restaurants
card_425,USA,Lowes,55.1,Retail
card_440,USA,AMC Theatres,7.37,Streaming
card_239,USA,Chick-fil-A,210.68,Restaurants
card_428,USA,Southwest Airlines,714.0,Travel
card_496,USA,Nike,230.39,Retail
card_286,USA,Charter Communications,615.9,Telecom
card_27,USA,Wayfair,16.38,E-commerce
card_29,USA,Microsoft,2930.4,Technology
card_230,USA,Neiman Marcus,362.41,Retail
card_161,USA,United Airlines,1244.15,Travel
card_150,USA,Williams-Sonoma,821.59,Retail
card_188,USA,Dunkin,148.43,Restaurants
card_252,USA,Google,1819.01,Technology
card_483,USA,PayPal,1876.54,Technology
card_309,USA,Uniqlo,806.69,Retail
card_379,USA,Etsy,19.77,E-commerce
card_20,USA,Whole Foods,70.63,Groceries
card_2,USA,Google,514.97,Technology
card_461,USA,Taco Bell,145.34,Restaurants
card_338,GBR,BP,111.96,Energy
card_89,USA,Lowes,841.7,Retail
card_233,USA,Chick-fil-A,74.16,Restaurants
card_417,USA,PayPal,1966.86,Technology
card_249,USA,Safeway,244.44,Groceries
card_136,GBR,British Airways,1244.25,Travel
card_40,USA,Shell,95.38,Energy
card_483,USA,Universal Parks,25.66,Streaming
card_402,SGP,Singapore Airlines,489.76,Travel
card_289,USA,Etsy,46.96,E-commerce
card_1,USA,TJX Companies,123.05,Retail
card_327,USA,Shake Shack,280.79,Restaurants
card_44,USA,Uniqlo,685.45,Retail
card_485,USA,Microsoft,2704.7,Technology
card_304,USA,eBay,6.47,E-commerce
card_148,USA,Chick-fil-A,147.92,Restaurants
card_297,USA,Netflix,23.35,Streaming
card_429,USA,Booking.com,283.77,Hotels
card_129,USA,Google,3316.41,Technology
card_239,USA,Walgreens,971.3,Retail
card_313,USA,Kroger,173.03,Groceries
card_92,USA,Shake Shack,217.28,Restaurants
card_300,DEU,Lidl,29.85,Groceries
card_468,SGP,Singapore Airlines,655.62,Travel
card_320,USA,Panera Bread,43.74,Restaurants
card_111,USA,Lululemon,614.73,Retail
card_261,USA,Williams-Sonoma,938.79,Retail
card_64,USA,General Motors,3342.71,Automotive
card_165,USA,United Airlines,161.36,Travel
card_309,USA,Shopify,20.96,E-commerce
card_487,FRA,Carrefour,169.69,Groceries
card_60,USA,Five Guys,126.93,Restaurants
card_379,USA,Uniqlo,834.48,Retail
card_451,USA,Subway,246.25,Restaurants
card_271,USA,Saks Fifth Avenue,613.77,Retail
card_218,USA,Lowes,376.59,Retail
card_322,USA,Target,84.05,Groceries
card_175,FRA,Carrefour,40.7,Groceries
card_182,USA,Pizza Hut,112.92,Restaurants
card_63,USA,ExxonMobil,100.24,Energy
card_168,USA,KFC,205.99,Restaurants
card_34,USA,Delta Air Lines,1004.33,Travel
card_228,USA,Zara,74.76,Retail
card_164,USA,T-Mobile,398.28,Telecom
card_403,USA,Target,62.72,Groceries
card_305,USA,Trader Joes,55.48,Groceries
card_91,USA,H&M,828.17,Retail
card_419,USA,Wayfair,6.89,E-commerce
card_39,USA,Shell,101.26,Energy
card_202,SGP,Singapore Airlines,293.9,Travel
card_462,USA,Williams-Sonoma,879.93,Retail
card_190,USA,Subway,171.54,Restaurants
card_496,USA,TJX Companies,235.22,Retail
card_424,USA,Shake Shack,155.7,Restaurants
card_80,DEU,Lidl,222.13,Groceries
card_204,USA,Adidas,958.33,Retail
card_352,USA,Burger King,73.93,Restaurants
card_158,USA,Bed Bath & Beyond,886.75,Retail
card_134,GBR,Tesco,280.95,Groceries
card_427,USA,InterContinental Hotels,1378.81,Hotels
card_90,USA,Chick-fil-A,194.27,Restaurants
card_498,USA,Adidas,631.67,Retail
card_216,USA,Pizza Hut,126.93,Restaurants
card_207,USA,Tesla,3786.75,Automotive
card_166,USA,Charter Communications,533.64,Telecom
card_492,USA,InterContinental Hotels,1032.29,Hotels
card_172,USA,Uniqlo,431.32,Retail
card_238,USA,Whole Foods,222.13,Groceries
card_410,USA,Airbnb,1245.48,Hotels
card_139,USA,Ford,817.54,Automotive
card_411,USA,Nike,833.77,Retail
card_473,USA,Airbnb,833.43,Hotels
card_192,USA,McDonalds,254.95,Restaurants
card_346,USA,Williams-Sonoma,434.15,Retail
card_98,USA,Pizza Hut,119.92,Restaurants
card_441,USA,Papa Johns,275.37,Restaurants
card_321,USA,Neiman Marcus,254.91,Retail
card_275,USA,Chick-fil-A,254.82,Restaurants
card_300,USA,InterContinental Hotels,751.83,Hotels
card_244,USA,CVS Health,516.52,Retail
card_98,USA,Ross Stores,311.93,Retail
card_191,HKG,Cathay Pacific,880.91,Travel
card_476,USA,Neiman Marcus,328.59,Retail
card_313,GBR,BP,36.68,Energy
card_287,USA,InterContinental Hotels,444.4,Hotels
card_63,USA,Expedia,59.25,Hotels
card_460,USA,IKEA,978.46,Retail
card_445,USA,Dominos Pizza,290.07,Restaurants
card_208,USA,Tesla,2036.26,Automotive
card_39,USA,Airbnb,1106.14,Hotels
card_96,USA,CVS Health,349.08,Retail
card_40,USA,Tesla,3388.36,Automotive
card_173,USA,Chipotle,243.57,Restaurants
card_37,USA,Etsy,47.6,E-commerce
card_462,USA,Lululemon,403.21,Retail
card_322,USA,Uniqlo,784.38,Retail
card_27,USA,Spotify,16.97,Streaming
card_142,USA,The Home Depot,990.38,Retail
card_153,USA,Burger King,17.47,Restaurants
card_387,USA,Wendys,185.02,Restaurants
card_25,ARE,Emirates,1006.28,Travel
card_171,USA,Ross Stores,689.61,Retail
card_146,USA,Best Buy,124.79,Retail
card_396,USA,Costco,282.17,Groceries
card_449,USA,Kroger,62.54,Groceries
card_397,USA,eBay,33.02,E-commerce
card_318,ARE,Emirates,372.88,Travel
card_16,USA,Gap Inc,310.68,Retail
card_389,GBR,BP,122.9,Energy
card_155,USA,Ticketmaster,420.11,Ticketing
card_1,USA,Zara,164.42,Retail
card_41,HKG,Cathay Pacific,297.86,Travel
card_114,USA,Shopify,23.82,E-commerce
card_452,DEU,Lufthansa,1148.06,Travel
card_247,ARE,Emirates,1352.05,Travel
card_6,FRA,Carrefour,34.4,Groceries
card_426,ARE,Emirates,620.0,Travel
card_282,USA,Verizon,104.74,Telecom
card_485,USA,Gap Inc,21.51,Retail
card_217,USA,Panera Bread,201.9,Restaurants
card_443,USA,Dominos Pizza,184.71,Restaurants
card_401,HKG,Cathay Pacific,286.38,Travel
card_445,USA,Papa Johns,77.81,Restaurants
card_146,USA,Zara,28.59,Retail
card_357,USA,Chipotle,252.13,Restaurants
card_494,USA,Zara,974.82,Retail
card_436,USA,Delta Air Lines,246.42,Travel
card_481,USA,Hilton,385.64,Hotels
card_226,USA,Publix,261.84,Groceries
card_258,USA,Ford,4639.67,Automotive
card_418,USA,Chick-fil-A,131.69,Restaurants
card_330,USA,Netflix,7.28,Streaming
card_344,USA,Pizza Hut,21.42,Restaurants
card_361,FRA,Air France-KLM,882.23,Travel
card_131,USA,Spotify,22.68,Streaming
card_361,USA,Universal Parks,6.29,Streaming
card_347,USA,Charter Communications,585.34,Telecom
card_213,USA,Nike,16.25,Retail
card_22,USA,Amazon,40.43,E-commerce
card_427,USA,TJX Companies,309.9,Retail
card_299,USA,Ford,297.26,Automotive
card_348,USA,Dunkin,180.62,Restaurants
card_357,USA,McDonalds,125.33,Restaurants
card_337,USA,Walmart,292.4,Groceries
card_61,GBR,Tesco,167.82,Groceries
card_84,USA,Uniqlo,278.86,Retail
card_435,DEU,Aldi,215.74,Groceries
card_339,USA,eBay,17.22,E-commerce
card_68,USA,Shell,183.72,Energy
card_237,GBR,British Airways,593.35,Travel
card_27,GBR,Tesco,169.46,Groceries
card_191,USA,TJX Companies,55.32,Retail
card_1,USA,Ross Stores,428.99,Retail
card_117,USA,Trader Joes,251.39,Groceries
card_424,USA,Comcast,806.62,Telecom
card_329,USA,ExxonMobil,68.13,Energy
card_417,USA,eBay,15.17,E-commerce
card_266,USA,Hilton,1235.09,Hotels
card_224,USA,IKEA,930.75,Retail
card_141,USA,T-Mobile,99.88,Telecom
card_381,USA,Shake Shack,140.52,Restaurants
card_126,USA,Disney,20.19,Streaming
card_307,USA,Five Guys,262.5,Restaurants
card_419,DEU,Lufthansa,171.11,Travel
card_23,USA,American Airlines,356.13,Travel
card_259,USA,Southwest Airlines,1141.08,Travel
card_351,USA,Safeway,24.88,Groceries
card_154,USA,InterContinental Hotels,764.18,Hotels
card_156,USA,United Airlines,691.06,Travel
card_351,USA,The Home Depot,337.73,Retail
card_137,USA,T-Mobile,397.6,Telecom
card_240,USA,PayPal,2696.71,Technology
card_419,USA,United Airlines,283.98,Travel
card_165,USA,Bed Bath & Beyond,574.14,Retail
card_454,USA,Trader Joes,243.58,Groceries
card_183,USA,Lowes,761.36,Retail
card_340,USA,Tesla,854.11,Automotive
card_410,USA,Lululemon,153.5,Retail
card_297,USA,Regal Cinemas,17.07,Streaming
card_406,JPN,Toyota,1869.27,Automotive
card_163,USA,Spotify,23.38,Streaming
card_208,USA,Target,207.11,Groceries
card_222,USA,Williams-Sonoma,61.4,Retail
card_129,USA,CVS Health,39.5,Retail
card_77,USA,Etsy,22.64,E-commerce
card_399,USA,Taco Bell,212.18,Restaurants
card_215,USA,Chipotle,66.1,Restaurants
card_268,USA,Kroger,196.04,Groceries
card_248,USA,Ticketmaster,263.53,Ticketing
card_146,USA,Kohls,886.66,Retail
card_364,USA,Netflix,45.31,Streaming
card_139,USA,Safeway,96.21,Groceries
card_219,USA,KFC,76.7,Restaurants
card_253,USA,Publix,129.28,Groceries
card_353,USA,Expedia,398.77,Hotels
card_400,USA,Walgreens,674.02,Retail
card_171,GBR,BP,170.43,Energy
card_135,USA,eBay,35.29,E-commerce
card_297,FRA,Carrefour,249.06,Groceries
card_120,JPN,Toyota,2045.26,Automotive
card_185,SGP,Singapore Airlines,276.66,Travel
card_356,USA,Charter Communications,739.26,Telecom
card_378,GBR,BP,91.28,Energy
card_120,USA,AMC Theatres,35.21,Streaming
card_154,USA,eBay,17.18,E-commerce
card_379,USA,Hilton,167.78,Hotels
card_142,GBR,British Airways,1489.24,Travel
card_316,USA,Costco,55.3,Groceries
card_83,USA,Southwest Airlines,1483.21,Travel
card_418,USA,Chipotle,293.41,Restaurants
card_100,USA,Booking.com,1201.04,Hotels
card_272,USA,Southwest Airlines,1006.16,Travel
card_156,FRA,Carrefour,177.56,Groceries
card_104,USA,Uber,866.77,Retail
card_353,ARE,Emirates,469.69,Travel
card_169,USA,Ticketmaster,470.34,Ticketing
card_230,USA,General Motors,3135.01,Automotive
card_197,USA,Panera Bread,129.25,Restaurants
card_31,USA,Marriott International,669.86,Hotels
card_245,HKG,Cathay Pacific,528.91,Travel
card_269,USA,Uniqlo,566.41,Retail
card_448,USA,T-Mobile,851.32,Telecom
card_4,USA,Ross Stores,205.52,Retail
card_480,USA,Adidas,934.76,Retail
card_463,USA,American Airlines,1049.18,Travel
card_256,USA,Williams-Sonoma,824.16,Retail
card_214,USA,Neiman Marcus,558.41,Retail
card_169,USA,Zara,780.62,Retail
card_328,USA,Bed Bath & Beyond,21.12,Retail
card_16,USA,IKEA,819.29,Retail
card_149,USA,Gap Inc,44.94,Retail
card_411,USA,Nordstrom,890.46,Retail
card_465,USA,Costco,297.67,Groceries
card_344,USA,Netflix,18.23,Streaming
card_373,USA,Chevron,65.75,Energy
card_257,USA,The Home Depot,766.54,Retail
card_150,USA,Shake Shack,83.38,Restaurants
card_444,USA,Neiman Marcus,866.23,Retail
card_32,USA,Costco,39.82,Groceries
card_89,USA,Verizon,130.33,Telecom
card_261,USA,Charter Communications,979.26,Telecom
card_364,USA,eBay,35.32,E-commerce
card_268,USA,Booking.com,1277.99,Hotels
card_307,USA,Zara,327.71,Retail
card_436,DEU,Lufthansa,1030.9,Travel
card_315,USA,PayPal,3011.78,Technology
card_206,FRA,Carrefour,184.91,Groceries
card_485,USA,Universal Parks,35.71,Streaming
card_235,USA,InterContinental Hotels,884.27,Hotels
card_48,USA,Gap Inc,431.92,Retail
card_249,ARE,Emirates,450.09,Travel
card_294,USA,Williams-Sonoma,769.74,Retail
card_1,USA,Booking.com,378.1,Hotels
card_239,GBR,BP,147.7,Energy
card_31,USA,T-Mobile,237.17,Telecom
card_204,USA,TJX Companies,627.2,Retail
card_192,USA,Uber,748.34,Retail
card_379,USA,Shell,67.18,Energy
card_376,USA,Delta Air Lines,136.92,Travel
card_271,USA,Airbnb,239.91,Hotels
card_21,USA,Shell,133.02,Energy
card_74,USA,Booking.com,1281.7,Hotels
card_119,USA,T-Mobile,49.77,Telecom
card_137,USA,Nike,735.48,Retail
card_244,USA,Nordstrom,344.61,Retail
card_140,USA,Gap Inc,481.14,Retail
card_455,USA,Saks Fifth Avenue,929.22,Retail
card_223,USA,Hilton,531.36,Hotels
card_122,USA,Hyatt,724.74,Hotels
card_96,USA,KFC,13.97,Restaurants
card_143,DEU,Lidl,33.66,Groceries
card_87,USA,T-Mobile,262.3,Telecom
card_243,USA,General Motors,236.48,Automotive
card_277,USA,Wendys,193.1,Restaurants
card_167,USA,Chick-fil-A,133.66,Restaurants
card_462,USA,Subway,168.96,Restaurants
card_371,USA,Dominos Pizza,60.65,Restaurants
card_195,USA,Saks Fifth Avenue,299.45,Retail
card_498,USA,Ticketmaster,665.51,Ticketing
card_144,USA,Trader Joes,289.94,Groceries
card_20,USA,Target,24.62,Groceries
card_322,USA,Lowes,890.93,Retail
card_214,USA,eBay,30.96,E-commerce
card_381,USA,Starbucks,173.54,Restaurants
card_315,USA,Spotify,27.51,Streaming
card_408,USA,Kroger,30.12,Groceries
card_211,USA,Etsy,9.04,E-commerce
card_489,USA,Bed Bath & Beyond,602.91,Retail
card_239,USA,Booking.com,544.39,Hotels
card_348,USA,TJX Companies,917.68,Retail
card_110,USA,Nordstrom,409.56,Retail
card_312,USA,Booking.com,257.76,Hotels
card_478,GBR,BP,151.5,Energy
card_321,USA,Hyatt,475.36,Hotels
card_21,USA,Wendys,162.39,Restaurants
card_3,USA,Lululemon,699.34,Retail
card_458,DEU,Lufthansa,1355.38,Travel
card_265,USA,Expedia,1198.68,Hotels
card_443,USA,Saks Fifth Avenue,677.98,Retail
card_409,USA,Hyatt,1035.47,Hotels
card_344,USA,Kroger,284.32,Groceries
card_132,USA,Charter Communications,299.34,Telecom
card_88,USA,InterContinental Hotels,51.61,Hotels
card_146,USA,Expedia,444.33,Hotels
card_22,USA,United Airlines,365.94,Travel
card_94,DEU,Lidl,201.93,Groceries
card_219,USA,Safeway,193.78,Groceries
card_158,USA,Comcast,595.49,Telecom
card_201,USA,Southwest Airlines,73.55,Travel
card_181,USA,Dominos Pizza,221.35,Restaurants
card_116,DEU,Lufthansa,519.12,Travel
card_84,USA,Dunkin,202.87,Restaurants
card_299,JPN,Toyota,2827.23,Automotive
card_76,USA,Trader Joes,109.39,Groceries
card_253,USA,Wendys,49.03,Restaurants
card_276,USA,Disney,9.25,Streaming
card_237,USA,Gap Inc,832.36,Retail
card_250,USA,PayPal,4600.15,Technology
card_90,USA,Wendys,198.44,Restaurants
card_477,GBR,Tesco,40.0,Groceries
card_124,USA,Microsoft,2069.93,Technology
card_109,DEU,Lufthansa,1106.96,Travel
card_330,USA,IKEA,780.92,Retail
card_428,USA,eBay,10.32,E-commerce
card_91,USA,Trader Joes,10.01,Groceries
card_398,USA,Adidas,713.58,Retail
card_14,GBR,British Airways,567.06,Travel
card_168,USA,Publix,83.8,Groceries
card_384,USA,Booking.com,68.7,Hotels
card_314,USA,Williams-Sonoma,542.6,Retail
card_68,USA,Saks Fifth Avenue,851.89,Retail
card_6,USA,Lululemon,957.84,Retail
card_123,USA,Williams-Sonoma,567.92,Retail
card_185,USA,Kroger,159.19,Groceries
card_24,USA,Best Buy,89.63,Retail
card_334,USA,Taco Bell,169.17,Restaurants
card_301,DEU,Lufthansa,600.97,Travel
card_6,USA,Wayfair,32.32,E-commerce
card_34,USA,Adidas,391.78,Retail
card_91,USA,Tesla,1277.47,Automotive
card_242,USA,Ticketmaster,99.49,Ticketing
card_379,USA,Microsoft,1643.1,Technology
card_246,HKG,Cathay Pacific,190.14,Travel
card_383,HKG,Cathay Pacific,306.5,Travel
card_302,USA,Airbnb,1481.64,Hotels
card_224,USA,Google,2276.11,Technology
card_449,USA,The Home Depot,534.21,Retail
card_22,USA,Ford,4380.73,Automotive
card_430,USA,eBay,49.8,E-commerce
card_494,USA,Marriott International,894.94,Hotels
card_290,USA,Wendys,245.62,Restaurants
card_257,USA,Gap Inc,330.31,Retail
card_109,USA,Papa Johns,98.67,Restaurants
card_144,USA,American Airlines,633.92,Travel
card_382,USA,Ford,3395.29,Automotive
card_335,USA,PayPal,3442.74,Technology
card_386,USA,Marriott International,507.1,Hotels
card_408,DEU,Aldi,48.63,Groceries
card_144,USA,CVS Health,634.23,Retail
card_291,FRA,Air France-KLM,236.07,Travel
card_302,USA,Neiman Marcus,580.6,Retail
card_349,USA,Hyatt,1055.46,Hotels
card_347,USA,Verizon,702.11,Telecom
card_379,JPN,Toyota,3792.01,Automotive
card_172,USA,Apple,4377.01,Technology
card_307,USA,Williams-Sonoma,502.46,Retail
card_77,USA,Kohls,731.6,Retail
card_355,USA,Chick-fil-A,189.56,Restaurants
card_130,USA,Marriott International,320.63,Hotels
card_446,FRA,Carrefour,17.45,Groceries
card_497,USA,Comcast,288.12,Telecom
card_337,USA,CVS Health,445.82,Retail
card_88,JPN,Toyota,3123.82,Automotive
card_333,USA,T-Mobile,850.71,Telecom
card_288,USA,Spotify,13.83,Streaming
card_206,USA,Tesla,715.19,Automotive
card_165,USA,Shell,193.79,Energy
card_342,GBR,British Airways,206.66,Travel
card_36,USA,AT&T,481.1,Telecom
card_200,USA,Nike,587.64,Retail
card_317,USA,Ross Stores,543.67,Retail
card_190,USA,Publix,34.95,Groceries
card_343,USA,Papa Johns,26.54,Restaurants
card_196,USA,Five Guys,40.59,Restaurants
card_249,USA,The Home Depot,587.66,Retail
card_226,USA,Hyatt,839.3,Hotels
card_476,USA,United Airlines,388.92,Travel
card_4,USA,AT&T,639.59,Telecom
card_495,USA,Amazon,41.9,E-commerce
card_164,USA,Shell,37.07,Energy
card_70,GBR,British Airways,772.29,Travel
card_398,USA,Expedia,1049.5,Hotels
card_52,SGP,Singapore Airlines,415.85,Travel
card_141,USA,Kroger,99.25,Groceries
card_194,DEU,Lufthansa,939.77,Travel
card_234,USA,Saks Fifth Avenue,898.45,Retail
card_96,USA,Subway,244.88,Restaurants
card_187,USA,Etsy,31.24,E-commerce
card_131,JPN,Toyota,3678.09,Automotive
card_417,USA,Verizon,368.0,Telecom
card_476,USA,Chevron,138.96,Energy
card_410,USA,Nike,468.85,Retail
card_485,USA,Williams-Sonoma,193.99,Retail
card_112,USA,AT&T,703.23,Telecom
card_23,USA,KFC,171.37,Restaurants
card_8,USA,Neiman Marcus,361.83,Retail
card_22,USA,T-Mobile,911.78,Telecom
card_253,USA,Taco Bell,16.07,Restaurants
card_145,USA,Microsoft,1647.29,Technology
card_456,USA,Wayfair,7.56,E-commerce
card_129,USA,Amazon,39.49,E-commerce
card_320,USA,Zara,703.6,Retail
card_475,USA,Neiman Marcus,334.7,Retail
card_280,USA,American Airlines,1029.71,Travel
card_187,SGP,Singapore Airlines,624.11,Travel
card_371,USA,Ross Stores,757.47,Retail
card_176,SGP,Singapore Airlines,708.57,Travel
card_142,USA,Delta Air Lines,647.81,Travel
card_418,USA,Charter Communications,935.06,Telecom
card_299,FRA,Carrefour,82.75,Groceries
card_487,USA,Adidas,124.85,Retail
card_31,USA,Uber,586.62,Retail
card_18,USA,InterContinental Hotels,1455.52,Hotels
card_464,GBR,British Airways,597.87,Travel
card_62,USA,Comcast,66.73,Telecom
card_443,USA,Ford,1762.6,Automotive
card_233,USA,Saks Fifth Avenue,508.4,Retail
card_186,USA,H&M,166.11,Retail
card_390,ARE,Emirates,1004.25,Travel
card_332,USA,Amazon,49.9,E-commerce
card_288,USA,Ticketmaster,454.48,Ticketing
card_188,GBR,British Airways,564.36,Travel
card_17,USA,Burger King,126.2,Restaurants
card_126,USA,InterContinental Hotels,216.96,Hotels
card_57,USA,Google,4428.04,Technology
card_162,USA,Williams-Sonoma,417.75,Retail
card_155,USA,Google,1997.64,Technology
card_82,USA,Ford,3332.48,Automotive
card_221,USA,TJX Companies,444.82,Retail
card_67,USA,Dominos Pizza,197.99,Restaurants
card_149,GBR,British Airways,139.1,Travel
card_77,USA,Booking.com,1229.9,Hotels
card_66,USA,ExxonMobil,189.89,Energy
card_360,DEU,Aldi,198.14,Groceries
card_469,USA,Bed Bath & Beyond,954.79,Retail
card_1,USA,Chick-fil-A,53.92,Restaurants
card_422,USA,Chick-fil-A,148.45,Restaurants
card_346,USA,Gap Inc,603.8,Retail
card_232,USA,American Airlines,893.52,Travel
card_403,USA,Starbucks,126.42,Restaurants
card_72,USA,Zara,341.39,Retail
card_450,USA,Lululemon,131.19,Retail
card_73,USA,Bed Bath & Beyond,394.78,Retail
card_12,USA,Ford,897.04,Automotive
card_197,USA,Uniqlo,735.69,Retail
card_140,USA,Zara,212.79,Retail
card_55,USA,Five Guys,26.98,Restaurants
card_272,USA,KFC,170.19,Restaurants
card_100,USA,AT&T,597.25,Telecom
card_158,USA,Papa Johns,262.85,Restaurants
card_43,USA,eBay,30.96,E-commerce
card_67,USA,AT&T,348.75,Telecom
card_491,USA,eBay,41.14,E-commerce
card_375,HKG,Cathay Pacific,833.4,Travel
card_101,USA,Pizza Hut,32.99,Restaurants
card_462,USA,Bed Bath & Beyond,568.02,Retail
card_17,USA,Lululemon,908.48,Retail
card_139,USA,ExxonMobil,97.37,Energy
card_95,USA,Walgreens,299.84,Retail
card_264,USA,Best Buy,147.75,Retail
card_239,USA,Trader Joes,53.92,Groceries
card_428,USA,Google,2220.58,Technology
card_4,USA,IKEA,597.7,Retail
card_487,USA,Zara,85.21,Retail
card_112,USA,Amazon,47.28,E-commerce
card_349,USA,Airbnb,1144.94,Hotels
card_267,SGP,Singapore Airlines,900.6,Travel
card_219,USA,Wayfair,42.28,E-commerce
card_33,USA,Burger King,33.25,Restaurants
card_29,USA,Chick-fil-A,148.28,Restaurants
card_10,USA,Williams-Sonoma,631.94,Retail
card_461,GBR,Tesco,250.31,Groceries
card_74,USA,Adidas,784.55,Retail
card_306,HKG,Cathay Pacific,451.75,Travel
card_416,GBR,BP,189.95,Energy
card_268,USA,Five Guys,46.06,Restaurants
card_445,USA,Ross Stores,875.76,Retail
card_12,FRA,Air France-KLM,1457.86,Travel
card_270,USA,ExxonMobil,60.12,Energy
card_86,FRA,Air France-KLM,1097.0,Travel
card_87,USA,Etsy,6.81,E-commerce
card_375,USA,Chevron,98.92,Energy
card_471,USA,Subway,159.72,Restaurants
card_18,USA,Publix,178.39,Groceries
card_420,USA,Google,4686.09,Technology
card_413,USA,Verizon,673.89,Telecom
card_59,USA,Adidas,483.87,Retail
card_32,USA,Burger King,244.81,Restaurants
card_415,USA,IKEA,950.78,Retail
card_78,USA,Costco,16.4,Groceries
card_374,FRA,Air France-KLM,1474.66,Travel
card_441,USA,Hilton,174.89,Hotels
card_7,DEU,Aldi,246.17,Groceries
card_406,USA,Shake Shack,91.3,Restaurants
card_352,USA,AMC Theatres,10.95,Streaming
card_68,USA,Zara,442.66,Retail
card_352,USA,Ross Stores,645.74,Retail
card_183,GBR,BP,94.76,Energy
card_478,USA,American Airlines,129.12,Travel
card_417,USA,Hyatt,919.22,Hotels
card_208,USA,Wayfair,45.61,E-commerce
card_230,USA,Nike,386.3,Retail
card_207,USA,Uniqlo,220.25,Retail
card_82,HKG,Cathay Pacific,691.74,Travel
card_83,USA,Taco Bell,24.03,Restaurants
card_473,USA,PayPal,4120.39,Technology
card_290,USA,Chick-fil-A,249.64,Restaurants
card_89,USA,Saks Fifth Avenue,590.06,Retail
card_49,SGP,Singapore Airlines,562.0,Travel
card_416,USA,Shopify,40.99,E-commerce
card_249,USA,Neiman Marcus,556.91,Retail
card_343,USA,Subway,249.52,Restaurants
card_486,GBR,Tesco,193.12,Groceries
card_198,USA,Uniqlo,785.48,Retail
card_168,USA,AT&T,600.57,Telecom
card_133,USA,Amazon,23.64,E-commerce
card_53,FRA,Carrefour,287.8,Groceries
card_175,JPN,Toyota,2751.46,Automotive
card_6,USA,Shopify,32.23,E-commerce
card_340,USA,Amazon,14.92,E-commerce
card_127,USA,Zara,627.52,Retail
card_196,USA,CVS Health,573.75,Retail
card_71,USA,Hilton,318.02,Hotels
card_455,USA,Marriott International,136.4,Hotels
card_231,DEU,Aldi,185.26,Groceries
card_449,USA,Expedia,1157.35,Hotels
card_298,USA,ExxonMobil,118.98,Energy
card_169,USA,Kohls,230.64,Retail
card_27,USA,Subway,203.29,Restaurants
card_6,USA,Saks Fifth Avenue,84.71,Retail
card_316,USA,Booking.com,690.66,Hotels
card_247,USA,AMC Theatres,12.35,Streaming
card_114,USA,Nordstrom,188.54,Retail
card_91,USA,Five Guys,68.67,Restaurants
card_74,USA,Booking.com,610.73,Hotels
card_435,USA,Walmart,24.83,Groceries
card_64,USA,Etsy,22.9,E-commerce
card_424,HKG,Cathay Pacific,791.98,Travel
card_444,USA,The Home Depot,485.88,Retail
card_16,USA,CVS Health,385.87,Retail
card_82,USA,Gap Inc,839.95,Retail
card_55,FRA,Air France-KLM,260.72,Travel
card_114,USA,Best Buy,508.17,Retail
card_490,USA,KFC,27.99,Restaurants
card_261,USA,Williams-Sonoma,75.8,Retail
card_237,USA,Best Buy,576.0,Retail
card_498,USA,Walmart,174.15,Groceries
card_41,USA,Zara,878.64,Retail
card_71,USA,American Airlines,858.92,Travel
card_360,USA,United Airlines,1441.7,Travel
card_322,USA,The Home Depot,53.45,Retail
card_114,USA,Best Buy,102.52,Retail
card_112,USA,Neiman Marcus,48.85,Retail
card_32,USA,Best Buy,189.35,Retail
card_147,GBR,British Airways,834.84,Travel
card_328,USA,AMC Theatres,34.05,Streaming
card_197,USA,Uniqlo,50.36,Retail
card_271,USA,Subway,284.33,Restaurants
card_343,USA,Dunkin,254.23,Restaurants
card_4,USA,Delta Air Lines,480.09,Travel
card_191,USA,Nordstrom,81.8,Retail
card_331,USA,Netflix,12.64,Streaming
card_149,DEU,Aldi,46.81,Groceries
card_204,USA,Ticketmaster,127.67,Ticketing
card_264,USA,Airbnb,801.91,Hotels
card_90,USA,Adidas,249.62,Retail
card_350,USA,Starbucks,113.86,Restaurants
card_198,USA,Lululemon,989.56,Retail
card_84,USA,Adidas,685.89,Retail
card_458,USA,Subway,285.2,Restaurants
card_78,DEU,Aldi,51.34,Groceries
card_385,USA,Saks Fifth Avenue,385.23,Retail
card_444,USA,Wendys,170.87,Restaurants
card_220,USA,Starbucks,32.26,Restaurants
card_456,USA,Walmart,11.21,Groceries
card_2,USA,Wendys,204.43,Restaurants
card_436,USA,Zara,643.61,Retail
card_490,USA,Zara,413.73,Retail
card_218,USA,Google,2499.26,Technology
card_406,USA,Target,130.48,Groceries
card_277,USA,Nordstrom,28.89,Retail
card_72,USA,Regal Cinemas,20.09,Streaming
card_462,USA,Etsy,12.97,E-commerce
card_463,USA,Williams-Sonoma,102.93,Retail
card_318,USA,Chevron,192.64,Energy
card_188,USA,Costco,183.81,Groceries
card_397,USA,Nike,730.01,Retail
card_56,USA,Shopify,19.19,E-commerce
card_393,USA,PayPal,2026.42,Technology
card_216,USA,Ford,1260.93,Automotive
card_459,USA,Apple,575.13,Technology
card_95,USA,Target,61.92,Groceries
card_388,USA,Expedia,1206.4,Hotels
card_301,FRA,Carrefour,206.49,Groceries
card_50,USA,Taco Bell,168.61,Restaurants
